"package"	"first_published"	"naming_convention"	"author_count"	"is_orphaned"	"public_repository"	"has_tests"	"is_versioned"	"specifies_r_version"	"is_roxygenised"	"copyright_license"
"sigclust"	2012	"Lower Case"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"SightabilityModel"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"sigloc"	2014	"Lower Case"	1	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"signal"	2006	"Lower Case"	22	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"signal.hsmm"	2014	"Non-Alphanumeric"	2	FALSE	"GitHub"	"None/Other"	TRUE	TRUE	TRUE	"GPL-3"
"SII"	2010	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"simba"	2007	"Lower Case"	2	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"simboot"	2010	"Lower Case"	2	FALSE	"GitHub"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"SimComp"	2008	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"SimCorMultRes"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-3"
"simctest"	2009	"Lower Case"	2	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"Sim.DiffProc"	2011	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL"
"simecol"	2006	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"simex"	2005	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"simexaft"	2010	"Lower Case"	3	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"simFrame"	2009	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"SimilarityMeasures"	2015	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-3"
"Simile"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"Unlimited"
"SIMMS"	2013	"Mixed Case"	3	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"simMSM"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"simone"	2008	"Lower Case"	4	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"simPH"	2013	"Mixed Case"	1	FALSE	"GitHub"	"None/Other"	FALSE	TRUE	TRUE	"GPL-3"
"simpleboot"	2003	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"SimpleTable"	2008	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"simplexreg"	2014	"Lower Case"	3	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"SimplicialCubature"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"simPop"	2014	"Mixed Case"	6	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"Simpsons"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"SimRAD"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"simrel"	2014	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"simsalapar"	2013	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"simsem"	2012	"Lower Case"	5	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"SimSeq"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"simSummary"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"simTool"	2014	"Mixed Case"	1	FALSE	"None"	"RUnit"	TRUE	TRUE	TRUE	"GPL-3"
"SimuChemPC"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-3"
"SimultAnR"	2012	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"SIN"	2004	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"SINGLE"	2013	"Mixed Case"	3	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"siplab"	2014	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"sirad"	2012	"Lower Case"	1	FALSE	"RForge"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"siRSM"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"sirt"	2013	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"SIS"	2009	"Mixed Case"	5	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"sisus"	2012	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"sisVIVE"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"sitar"	2014	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"sitools"	2012	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-3"
"SixSigma"	2011	"Mixed Case"	3	FALSE	"Other"	"testthat"	FALSE	TRUE	FALSE	"GPL-2"
"SiZer"	2008	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"sjdbc"	2013	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"BSD_3_clause"
"sjmisc"	2015	"Lower Case"	1	FALSE	"GitHub"	"None/Other"	TRUE	FALSE	TRUE	"GPL-3"
"sjPlot"	2013	"Mixed Case"	1	FALSE	"GitHub"	"None/Other"	FALSE	FALSE	TRUE	"GPL-3"
"SKAT"	2012	"Mixed Case"	3	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"skatMeta"	2013	"Mixed Case"	3	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"skda"	2013	"Lower Case"	4	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"SkewHyperbolic"	2009	"Mixed Case"	2	FALSE	"None"	"RUnit"	FALSE	TRUE	FALSE	"GPL-2"
"skewt"	2012	"Lower Case"	3	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"Skillings.Mack"	2013	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"skmeans"	2009	"Lower Case"	3	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"sla"	2014	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"slackr"	2014	"Lower Case"	1	FALSE	"GitHub"	"testthat"	FALSE	TRUE	TRUE	"MIT"
"slam"	2009	"Lower Case"	3	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"SLC"	2010	"Mixed Case"	4	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"sld"	2014	"Lower Case"	2	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"Sleuth2"	2009	"Mixed Case"	5	FALSE	"RForge"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"Sleuth3"	2012	"Mixed Case"	5	FALSE	"RForge"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"slfm"	2014	"Lower Case"	2	FALSE	"GitHub"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"SLHD"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"LGPL-2.1"
"slp"	2014	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"sm"	1999	"Lower Case"	5	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"smaa"	2013	"Lower Case"	1	FALSE	"GitHub"	"None/Other"	FALSE	FALSE	FALSE	"GPL-3"
"smac"	2014	"Lower Case"	3	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"smacof"	2008	"Lower Case"	4	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"smacpod"	2014	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	TRUE	"GPL-2"
"smam"	2013	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL"
"smart"	2012	"Lower Case"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"SmarterPoland"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-3"
"smatr"	2006	"Lower Case"	4	FALSE	"BitBucket"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"smbinning"	2015	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"SMC"	2008	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"smco"	2012	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"SMCP"	2010	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"SMCRM"	2013	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-3"
"smcure"	2012	"Lower Case"	4	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"smcUtils"	2011	"Mixed Case"	1	FALSE	"GitHub"	"testthat"	TRUE	FALSE	FALSE	"GPL-3"
"smdata"	2013	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"smdc"	2013	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"BSD"
"sme"	2012	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL"
"SMFI5"	2013	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"smfsb"	2011	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"LGPL-3"
"SMIR"	2009	"Mixed Case"	4	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"smirnov"	2012	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"SmithWilsonYieldCurve"	2013	"Mixed Case"	1	FALSE	"None"	"testthat"	TRUE	FALSE	FALSE	"GPL-3"
"SML"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"SMNCensReg"	2013	"Mixed Case"	3	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL"
"smnet"	2014	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"smoother"	2014	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"SmoothHazard"	2013	"Mixed Case"	3	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"smoothHR"	2013	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"smoothie"	2013	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"smoothmest"	2010	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"smoothSurv"	2003	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"smoothtail"	2006	"Lower Case"	2	FALSE	"Other"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"SMPracticals"	2006	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"SMR"	2012	"Mixed Case"	2	FALSE	"Other"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"sms"	2012	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-3"
"smss"	2013	"Lower Case"	3	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-3"
"SMVar"	2008	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"sn"	2000	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"sna"	2001	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"snapshot"	2013	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"SNFtool"	2014	"Mixed Case"	8	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"snht"	2014	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	TRUE	"GPL-3"
"snipEM"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"snow"	2003	"Lower Case"	4	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"SnowballC"	2013	"Mixed Case"	1	FALSE	"RForge"	"None/Other"	TRUE	FALSE	FALSE	"BSD_2_clause"
"snowfall"	2008	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"snowFT"	2004	"Mixed Case"	2	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"snpar"	2014	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"SNPassoc"	2006	"Mixed Case"	6	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"snpEnrichment"	2013	"Mixed Case"	2	FALSE	"GitHub"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"snplist"	2013	"Lower Case"	4	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-3"
"SNPmaxsel"	2007	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"SNPMClust"	2013	"Mixed Case"	4	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"snp.plotter"	2007	"Non-Alphanumeric"	2	FALSE	"GitHub"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"snpRF"	2014	"Mixed Case"	6	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"snpStatsWriter"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"SNPtools"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-3"
"sns"	2014	"Lower Case"	4	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"SNSequate"	2012	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"SOAR"	2010	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"soc.ca"	2014	"Non-Alphanumeric"	2	FALSE	"GitHub"	"None/Other"	TRUE	TRUE	FALSE	"GPL-3"
"SocialMediaMineR"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"SocialNetworks"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"SocialPosition"	2015	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"SOD"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"SoDA"	2007	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"SODC"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"softclassval"	2011	"Lower Case"	1	FALSE	"RForge"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"SoftClustering"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	TRUE	"GPL-2"
"softImpute"	2013	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"soilDB"	2012	"Mixed Case"	2	FALSE	"RForge"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"soilphysics"	2014	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"soilprofile"	2013	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"SoilR"	2012	"Mixed Case"	2	FALSE	"None"	"RUnit"	FALSE	FALSE	FALSE	"GPL-3"
"soil.spec"	2010	"Non-Alphanumeric"	3	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"soiltexture"	2010	"Lower Case"	2	FALSE	"RForge"	"None/Other"	TRUE	TRUE	FALSE	"AGPL"
"soilwater"	2012	"Lower Case"	3	FALSE	"Other"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"solaR"	2010	"Mixed Case"	1	FALSE	"GitHub"	"None/Other"	FALSE	TRUE	FALSE	"GPL-3"
"SOLOMON"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"solr"	2013	"Lower Case"	1	FALSE	"GitHub"	"testthat"	TRUE	FALSE	TRUE	"MIT"
"som"	2003	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL"
"soma"	2010	"Lower Case"	1	FALSE	"GitHub"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"SOMbrero"	2015	"Mixed Case"	4	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"somebm"	2013	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"MIT"
"someKfwer"	2009	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"someMTP"	2010	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"somplot"	2011	"Lower Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"sonicLength"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"soobench"	2012	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"BSD"
"SOR"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"SortableHTMLTables"	2010	"Mixed Case"	1	FALSE	"None"	"testthat"	FALSE	FALSE	FALSE	"MIT"
"sortinghat"	2013	"Lower Case"	1	FALSE	"GitHub"	"testthat"	FALSE	TRUE	FALSE	"MIT"
"sorvi"	2013	"Lower Case"	6	FALSE	"GitHub"	"testthat"	TRUE	TRUE	TRUE	"BSD_2_clause"
"sos"	2009	"Lower Case"	4	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"sos4R"	2011	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"sotkanet"	2014	"Lower Case"	4	FALSE	"GitHub"	"None/Other"	TRUE	TRUE	FALSE	"BSD_2_clause"
"soundecology"	2013	"Lower Case"	2	FALSE	"GitHub"	"None/Other"	FALSE	TRUE	FALSE	"GPL-3"
"SoundexBR"	2014	"Mixed Case"	1	FALSE	"GitHub"	"None/Other"	FALSE	TRUE	TRUE	"AGPL-3"
"SOUP"	2015	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"source.gist"	2012	"Non-Alphanumeric"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"MIT"
"sp"	2005	"Lower Case"	5	FALSE	"RForge"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"sp23design"	2014	"Lower Case"	3	FALSE	"None"	"RUnit"	FALSE	TRUE	FALSE	"LGPL-3"
"spa"	2012	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"SPA3G"	2012	"Mixed Case"	2	TRUE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL"
"spaa"	2010	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"space"	2010	"Lower Case"	4	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"SPACECAP"	2010	"Mixed Case"	7	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"spaceExt"	2011	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"spacejam"	2013	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"spacetime"	2010	"Lower Case"	4	FALSE	"GitHub"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"spacodiR"	2011	"Mixed Case"	4	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"spacom"	2011	"Lower Case"	6	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"spam"	2007	"Lower Case"	2	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"LGPL-2"
"spaMM"	2013	"Mixed Case"	2	FALSE	"Other"	"testthat"	TRUE	TRUE	FALSE	"CeCILL-2"
"spanr"	2014	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	TRUE	"GPL-2"
"SPAr"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"sparc"	2013	"Lower Case"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"sparcl"	2009	"Lower Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"spareserver"	2014	"Lower Case"	1	FALSE	"GitHub"	"testthat"	TRUE	FALSE	TRUE	"MIT"
"spark"	2014	"Lower Case"	1	FALSE	"GitHub"	"testthat"	TRUE	FALSE	TRUE	"MIT"
"sparkTable"	2010	"Mixed Case"	3	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"sparktex"	2013	"Lower Case"	2	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"SPARQL"	2011	"Mixed Case"	8	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-3"
"sparr"	2010	"Lower Case"	3	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"sparseBC"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"sparsediscrim"	2013	"Lower Case"	1	FALSE	"GitHub"	"None/Other"	FALSE	FALSE	FALSE	"MIT"
"SparseGrid"	2011	"Mixed Case"	1	FALSE	"None"	"testthat"	TRUE	FALSE	FALSE	"GPL-2"
"sparseHessianFD"	2012	"Mixed Case"	2	FALSE	"Other"	"testthat"	TRUE	TRUE	TRUE	"Unknown"
"sparseLDA"	2009	"Mixed Case"	2	FALSE	"RForge"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"sparseLTSEigen"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"SparseM"	2002	"Mixed Case"	2	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"sparseMVN"	2013	"Mixed Case"	1	FALSE	"None"	"testthat"	TRUE	TRUE	TRUE	"MPL"
"sparsenet"	2012	"Lower Case"	3	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"sparseSEM"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"SparseTSCGM"	2013	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL"
"spartan"	2012	"Lower Case"	6	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"spatcounts"	2009	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL"
"spate"	2012	"Lower Case"	3	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"spatgraphs"	2007	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"spatial"	2009	"Lower Case"	3	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"spatialCovariance"	2004	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"spatialEco"	2015	"Mixed Case"	2	FALSE	"Other"	"None/Other"	FALSE	TRUE	TRUE	"GPL-3"
"SpatialEpi"	2012	"Mixed Case"	4	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"SpatialExtremes"	2008	"Mixed Case"	3	FALSE	"RForge"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"spatial.gev.bma"	2014	"Non-Alphanumeric"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"spatialkernel"	2006	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"CC BY-NC-SA 3.0"
"spatialnbda"	2014	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"SpatialNP"	2007	"Mixed Case"	5	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"SpatialPack"	2012	"Mixed Case"	3	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"spatialprobit"	2012	"Lower Case"	2	FALSE	"Other"	"RUnit"	FALSE	TRUE	FALSE	"GPL-2"
"spatialsegregation"	2009	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"spatialTailDep"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-3"
"spatial.tools"	2013	"Non-Alphanumeric"	1	FALSE	"Other"	"None/Other"	TRUE	TRUE	TRUE	"GPL-2"
"SpatialTools"	2011	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"SpatialVx"	2011	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"SpatioTemporal"	2011	"Mixed Case"	5	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"SpatPCA"	2015	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
